split,year,month,kind,created_utc,actual_time_loss,fixed_2020_loss
test,2022,6,submissions,1654548369,2.9331350326538086,2.9485058784484863
test,2022,6,submissions,1654308800,0.01116633415222168,0.01070539653301239
test,2022,6,submissions,1656247365,2.8667593002319336,2.874335289001465
test,2022,6,submissions,1656497150,7.782096862792969,7.757474899291992
test,2022,6,submissions,1654459527,2.1571297645568848,2.1598334312438965
test,2022,6,submissions,1655982416,3.082909107208252,3.0919318199157715
test,2022,7,comments,1656730893,1.7874906063079834,1.789293646812439
test,2022,7,comments,1657296623,2.8955039978027344,2.898193597793579
test,2022,7,comments,1657294016,0.6042192578315735,0.5949697494506836
test,2022,7,comments,1656793097,2.4380056858062744,2.4526383876800537
test,2022,7,comments,1658233070,2.7950496673583984,2.803499221801758
test,2022,7,comments,1657867015,2.517775774002075,2.5241212844848633
test,2022,7,comments,1657816505,2.743429660797119,2.7619757652282715
test,2022,7,comments,1657971201,2.8170390129089355,2.8305623531341553
test,2022,7,comments,1658053958,2.4782161712646484,2.4944419860839844
test,2022,7,comments,1658785763,2.732480525970459,2.7339041233062744
test,2022,7,comments,1659051314,2.6713013648986816,2.6863317489624023
test,2022,7,comments,1658341066,2.560626983642578,2.572932243347168
test,2022,7,submissions,1657148665,2.7947845458984375,2.8072988986968994
test,2022,7,submissions,1657743610,4.396832466125488,4.39116907119751
test,2022,7,submissions,1658302192,2.083340644836426,2.0888562202453613
test,2022,7,submissions,1657362732,4.43927001953125,4.445724010467529
test,2022,7,submissions,1657297442,1.9687812328338623,1.9774000644683838
test,2022,7,submissions,1658948264,2.8473916053771973,2.850468158721924
test,2022,7,submissions,1657583885,2.707306385040283,2.720283031463623
test,2022,7,submissions,1657064365,4.1197404861450195,4.111794471740723
test,2022,7,submissions,1658445483,3.2587087154388428,3.2704365253448486
test,2022,7,submissions,1658567557,4.0394392013549805,4.041693687438965
test,2022,7,submissions,1657116641,3.7239556312561035,3.7278075218200684
test,2022,7,submissions,1656710253,3.543044090270996,3.5546371936798096
test,2022,8,comments,1659424617,2.609896421432495,2.6209425926208496
test,2022,8,comments,1659686770,0.9555210471153259,0.9685726761817932
test,2022,8,comments,1659703624,3.006070375442505,3.0223922729492188
test,2022,8,comments,1659984928,2.5070600509643555,2.517632246017456
test,2022,8,comments,1659876916,2.737166166305542,2.7399213314056396
test,2022,8,comments,1660912589,2.5579586029052734,2.588348388671875
test,2022,8,comments,1661002641,3.2435433864593506,3.253600597381592
test,2022,8,comments,1661017421,1.5622410774230957,1.6077262163162231
test,2022,8,comments,1660937041,2.9437263011932373,2.9410223960876465
test,2022,8,comments,1660625659,2.5670557022094727,2.5498948097229004
test,2022,8,comments,1660767439,2.580277681350708,2.5922720432281494
test,2022,8,comments,1660667041,1.89844810962677,1.9186488389968872
test,2022,8,submissions,1659599215,3.2086493968963623,3.2261548042297363
test,2022,8,submissions,1660841135,2.2444872856140137,2.266840696334839
test,2022,8,submissions,1659935935,4.108732223510742,4.101316452026367
test,2022,8,submissions,1659454922,3.7068018913269043,3.71722412109375
test,2022,8,submissions,1660567631,3.4062368869781494,3.4064130783081055
test,2022,8,submissions,1659566276,2.300394296646118,2.3257551193237305
test,2022,8,submissions,1660403785,0.5712724924087524,0.5491352081298828
test,2022,8,submissions,1660334623,2.4189529418945312,2.4237446784973145
test,2022,8,submissions,1660589686,2.2772350311279297,2.2776551246643066
test,2022,8,submissions,1659895246,3.072686195373535,3.079033613204956
test,2022,8,submissions,1659373795,0.6679072380065918,0.6529610753059387
test,2022,8,submissions,1659746368,2.2670021057128906,2.2893943786621094
